ImageView_0,ImageView_90,ImageView_180,ImageView_270,ImageView_Aufsicht,ImageView_Untersicht,BB,BK,BWH1,BWH2,BANR1,BANR2,NRVNR1,NRVNR2,NRVNR3,NRVNR4,MotorSize
Middle_Motors\view_0\images\mittel_UB_67_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_67_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_67_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_67_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_67_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_67_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_68_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_68_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_68_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_68_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_68_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_68_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_69_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_69_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_69_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_69_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_69_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_69_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_70_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_70_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_70_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_70_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_70_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_70_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_71_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_71_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_71_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_71_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_71_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_71_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_72_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_72_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_72_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_72_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_72_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_72_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_73_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_73_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_73_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_73_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_73_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_73_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_74_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_74_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_74_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_74_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_74_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_74_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_75_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_75_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_75_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_75_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_75_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_75_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_76_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_76_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_76_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_76_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_76_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_76_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_77_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_77_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_77_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_77_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_77_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_77_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_78_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_78_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_78_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_78_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_78_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_78_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_79_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_79_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_79_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_79_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_79_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_79_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_80_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_80_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_80_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_80_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_80_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_80_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_81_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_81_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_81_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_81_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_81_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_81_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_82_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_82_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_82_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_82_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_82_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_82_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_83_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_83_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_83_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_83_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_83_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_83_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_84_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_84_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_84_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_84_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_84_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_84_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_91_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_91_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_91_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_91_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_91_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_91_num_6.jpg,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_92_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_92_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_92_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_92_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_92_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_92_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_94_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_94_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_94_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_94_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_94_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_94_num_6.jpg,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_95_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_95_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_95_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_95_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_95_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_95_num_6.jpg,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_96_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_96_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_96_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_96_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_96_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_96_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_97_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_97_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_97_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_97_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_97_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_97_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_98_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_98_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_98_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_98_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_98_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_98_num_6.jpg,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_99_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_99_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_99_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_99_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_99_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_99_num_6.jpg,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_100_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_100_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_100_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_100_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_100_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_100_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_102_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_102_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_102_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_102_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_102_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_102_num_6.jpg,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_103_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_103_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_103_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_103_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_103_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_103_num_6.jpg,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_104_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_104_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_104_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_104_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_104_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_104_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_105_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_105_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_105_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_105_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_105_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_105_num_6.jpg,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_106_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_106_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_106_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_106_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_106_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_106_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_107_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_107_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_107_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_107_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_107_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_107_num_6.jpg,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_108_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_108_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_108_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_108_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_108_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_108_num_6.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_109_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_109_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_109_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_109_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_109_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_109_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_110_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_110_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_110_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_110_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_110_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_110_num_6.jpg,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_111_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_111_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_111_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_111_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_111_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_111_num_6.jpg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_112_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_112_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_112_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_112_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_112_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_112_num_6.jpg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_113_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_113_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_113_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_113_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_113_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_113_num_6.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_114_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_114_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_114_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_114_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_114_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_114_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_115_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_115_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_115_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_115_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_115_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_115_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_116_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_116_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_116_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_116_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_116_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_116_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_117_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_117_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_117_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_117_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_117_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_117_num_6.jpg,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_118_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_118_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_118_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_118_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_118_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_118_num_6.jpg,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_119_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_119_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_119_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_119_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_119_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_119_num_6.jpg,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_120_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_120_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_120_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_120_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_120_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_120_num_6.jpg,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_121_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_121_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_121_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_121_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_121_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_121_num_6.jpg,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_122_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_122_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_122_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_122_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_122_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_122_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_123_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_123_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_123_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_123_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_123_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_123_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_124_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_124_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_124_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_124_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_124_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_124_num_6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_125_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_125_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_125_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_125_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_125_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_125_num_6.jpg,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_126_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_126_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_126_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_126_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_126_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_126_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_127_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_127_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_127_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_127_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_127_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_127_num_6.jpg,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_128_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_128_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_128_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_128_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_128_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_128_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_129_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_129_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_129_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_129_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_129_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_129_num_6.jpg,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
